skill_id,suffix
SK005276,HIG
SK005282,MED
SK005278,MED
SK005283,MIN
SK005271,HIG
SK005274,HIG
SK005280,HIG
SK235414,MED
SK235422,MED
SK235421,MED
SK235420,MED
SK235419,MED
SK218553,MED
SK218557,MED
SK218564,MED
SK218559,MED
SK218554,MED
SK120604,HIG
SK120608,HIG
SK120596,MED
SK120606,MED
SK120598,MED
SK120600,MED
SK120601,MED
SK120599,MED
SK120624,HIG
SK120634,MED
SK120637,MED
SK120625,MED
SK120628,LOW
SK120626,MED
SK120636,MED
SK120627,MIN
SK120632,HIG
SK177003,ADV
SK177004,MED
SK177002,MED
SK177008,LOW
SK177011,MED
SK177009,HIG
SK177078,MED
SK104658,LOW
SK104661,MIN
SK152338,MED
SK152336,MED
SK152344,MED
SK152337,MED
SK152340,MED
SK152341,HIG
SK158926,MIN
SK158911,MIN
SK158909,MIN
SK158931,MIN
SK158930,LOW
SK223949,LOW
SK223951,MED
SK223946,LOW
SK087437,LOW
SK087439,MED
SK087443,MIN
SK087427,MED
SK087422,MED
SK087425,HIG
SK087424,LOW
SK114002,LOW
SK114001,LOW
SK113999,MED
SK113997,MED
SK114005,MED
SK197852,LOW
SK197850,MED
SK197854,MED
SK197853,MED
SK106439,MIN
SK106434,LOW
SK106441,MIN
SK106428,MED
SK106435,MIN
SK106438,MIN
SK106429,MIN
SK106431,MED
SK243686,MED
SK244974,MIN
SK244960,LOW
SK244973,LOW
SK244962,MIN
SK224373,MIN
SK204209,LOW
SK204204,MIN
SK204202,MIN
SK204207,MIN
SK204199,LOW
SK204206,LOW
SK144185,MIN
SK144198,MIN
SK144188,MED
SK144189,HIG
SK144190,MED
SK145186,MED
SK145193,MED
SK145192,MED
SK145195,MED
SK145190,MED
SK145197,MED
SK145187,MED
SK145188,LOW
SK145194,MIN
SK145196,MED
SK042871,MIN
SK096398,LOW
SK096395,MIN
SK096400,MIN
SK096397,LOW
SK096391,MED
SK096399,MIN
SK096388,LOW
SK096389,MIN
SK096401,LOW
SK085520,MED
SK085517,MIN
SK085523,MED
SK085516,MIN
SK085522,MIN
SK085515,LOW
SK085513,MIN
SK085518,MIN
SK085512,MIN
SK145214,MED
SK145224,HIG
SK204254,MIN
SK204245,LOW
SK204248,MIN
SK204256,MED
SK124404,HIG
SK124403,HIG
SK124406,HIG
SK124396,HIG
SK124399,MED
SK124402,MED
SK143136,LOW
SK143148,LOW
SK143139,MED
SK143142,MED
SK143141,LOW
SK143149,MIN
SK143145,MED
SK131175,MED
SK131187,MED
SK131177,LOW
SK131178,MED
SK131190,MED
SK131204,HIG
SK131199,MED
SK131198,MED
SK131201,MED
SK131203,MED
SK131192,MED
SK131196,MED
SK131212,HIG
SK131214,MED
SK131205,HIG
SK131215,HIG
SK131206,MED
SK131210,MED
SK131216,HIG
SK131209,MED
SK131217,HIG
SK131228,MED
SK131229,MED
SK131227,MED
SK131222,HIG
SK131230,MED
SK131224,HIG
SK124600,HIG
SK124609,MED
SK124599,HIG
SK124605,HIG
SK124608,HIG
SK124613,HIG
SK124606,MED
SK126888,MED
SK126883,HIG
SK126884,MED
SK126893,HIG
SK126889,HIG
SK134200,LOW
SK134193,MED
SK134191,HIG
SK134189,HIG
SK134196,LOW
SK102850,MED
SK102852,HIG
SK116503,MED
SK116506,MED
SK116510,MED
SK102902,HIG
SK102910,MED
SK102911,MED
SK102912,MED
SK102879,MED
SK102882,MED
SK062008,MIN
SK032937,LOW
SK032943,HIG
SK032949,HIG
SK032939,MED
SK032951,MED
SK041254,MED
SK041257,MED
SK041258,MED
SK041218,HIG
SK041222,MED
SK041231,MED
SK041228,MED
SK041221,MIN
SK041230,MED
SK133927,HIG
SK133935,HIG
SK133936,MED
SK133931,MED
SK133960,HIG
SK133961,HIG
SK133958,HIG
SK133964,MED
SK133970,MED
SK133977,HIG
SK133969,HIG
SK133975,MED
SK133972,MED
SK133979,MED
SK133968,HIG
SK037581,MIN
SK037400,HIG
SK037413,MED
SK038757,LOW
SK038749,LOW
SK038748,MED
SK038755,HIG
SK038747,MIN
SK038752,HIG
SK038761,MIN
SK204108,MIN
SK204115,MIN
SK204117,LOW
SK204109,MIN
SK204118,LOW
SK204121,MIN
SK134213,LOW
SK134205,HIG
SK136098,MED
SK136101,MED
SK133854,MIN
SK136097,MIN
SK133846,MIN
SK103993,LOW
SK103990,LOW
SK103991,LOW
SK103996,LOW
SK096657,MED
SK096647,LOW
SK096672,MED
SK096663,LOW
SK111037,MED
